movie,production_budget,domestic_gross,worldwide_gross,year
The Last Shot,40000000,463730,463730,2004
Nomad,40000000,79123,79123,2007
Un monstre Ã Paris,40000000,0,27000381,2013
Kursk,40000000,0,4212799,2019
USS Indianapolis: Men of Courage,40000000,0,1663785,2016
Dragon Nest Warriors' Dawn,40000000,0,734423,2014
The Crow,40000000,0,0,2018
The Goldfinch,40000000,0,0,2019
Down Under Cover,40000000,0,0,2019
The Time Traveler's Wife,39000000,63414846,102332135,2009
Superman III,39000000,59950623,59950623,1983
Because I Said So,39000000,42674040,69538833,2007
Frankenweenie,39000000,35287788,81150788,2012
Sgt. Bilko,39000000,30356589,37956589,1996
Serenity,39000000,25514517,40319440,2005
Shoot 'Em Up,39000000,12796824,26796824,2007
Against the Ropes,39000000,5881504,6429865,2004
Yi dai zong shi,38600000,6594959,57987299,2013
The Fast and the Furious,38000000,144512310,206512310,2001
Sweet Home Alabama,38000000,127214072,182365114,2002
The Ugly Truth,38000000,88915214,205298907,2009
Spy Kids 2: The Island of Lost Dreams,38000000,85846296,119721296,2002
Star Trek: Generations,38000000,75671262,120000000,1994
Captain Underpants: The First Epic Movie,38000000,73921000,126577874,2017
Paul Blart: Mall Cop 2,38000000,71091594,107650646,2015
Mouse Hunt,38000000,61894591,61894591,1997
Why Him?,38000000,60323786,117425156,2016
Water for Elephants,38000000,58709717,116809717,2011
Life as We Know It,38000000,53374681,105887837,2010
The Hurricane,38000000,50699241,73956241,1999
Riddick,38000000,42025135,94763758,2013
Heartbreakers,38000000,40334024,57753825,2001
Enough,38000000,39177215,50970660,2002
The 5th Wave,38000000,34912982,111336398,2016
Push,38000000,31811527,49678401,2009
Rush,38000000,26947624,98230839,2013
Angel Eyes,38000000,24044532,29544532,2001
Joe Somebody,38000000,22770864,24515990,2001
The Ninth Gate,38000000,18653746,58394308,2000
Only the Brave,38000000,18340051,24555177,2017
Extreme Measures,38000000,17378193,17378193,1996
The Thing,38000000,16999934,27573078,2011
Rock Star,38000000,16991902,19317765,2001
White Squall,38000000,10229300,10229300,1996
City of Ember,38000000,7873007,17831558,2008
Switchback,38000000,6504442,6504442,1997
The Sisters Brothers,38000000,3143056,13143056,2018
Texas Rangers,38000000,623374,623374,2001
Virgin Territory,38000000,0,5473041,2008
The Upside,37500000,108235497,119024536,2019
What to Expect When You're Expecting,37500000,41152203,88473016,2012
The Master,37500000,16247159,50647416,2012
The Express,37500000,9793406,9813309,2008
Twilight,37000000,192769854,402280159,2008
We're the Millers,37000000,150394119,267816276,2013
Creed,37000000,109767581,173567581,2015
The Town,37000000,92186262,152566881,2010
Dolphin Tale,37000000,72286779,96068724,2011
Game Night,37000000,69179066,117378084,2018
Burn After Reading,37000000,60355347,168167798,2008
13 Going On 30,37000000,57139723,97658712,2004
Nim's Island,37000000,48006762,101857425,2008
How to be Single,37000000,46843513,100003780,2016
Cop Out,37000000,44875481,55909910,2010
The Rite,37000000,33047633,97143987,2011
Space Chimps,37000000,30105968,67029956,2008
Magnolia,37000000,22450975,48446802,1999
Aloha,37000000,21052030,25387091,2015
Obitaemyy ostrov,36500000,0,15000000,2009
A Star is Born,36000000,215288866,433449571,2018
Gnomeo and Juliet,36000000,99967670,193737977,2011
John Q,36000000,71026631,102226631,2002
Blue Streak,36000000,68208190,117448157,1999
Never Say Never Again,36000000,55500000,160000000,1983
Hot Tub Time Machine,36000000,50269859,65967750,2010
Breakdown,36000000,50159144,50159144,1997
Dolphin Tale 2,36000000,42024533,57824533,2014
Collateral Beauty,36000000,31016021,85309093,2016
A Man Apart,36000000,26500000,43797731,2003
Reindeer Games,36000000,23360779,23360779,2000
Snow Falling on Cedars,36000000,14378353,14378353,1999
Ghosts of Mississippi,36000000,13052741,13052741,1996
Gattaca,36000000,12532777,12532777,1997
Isn't She Great,36000000,2954405,2954405,2000
Yip Man 3,36000000,2679437,157300954,2016
There Be Dragons,36000000,1069334,4020990,2011
Queen of the Desert,36000000,0,1578543,2017
Head of State,35200000,37788228,38283765,2003
It,35000000,327481748,697457969,2017
The Hangover,35000000,277322503,465764086,2009
The Blind Side,35000000,255959475,305705794,2009
Batman,35000000,251188924,411348924,1989
Austin Powers: The Spy Who Shagged Me,35000000,206040085,312383487,1999
True Grit,35000000,171243005,252276928,2010
Lethal Weapon 3,35000000,144731527,319700000,1992
Rush Hour,35000000,141186864,245300000,1998
Identity Thief,35000000,134506920,175361578,2013
The Devil Wears Prada,35000000,124740460,326073155,2006
Horrible Bosses,35000000,117538559,212417601,2011
Spy Kids,35000000,112692062,197692062,2001
Trainwreck,35000000,110212700,141123897,2015
Saving Mr. Banks,35000000,83299761,114962525,2013
Star Trek: The Motion Picture,35000000,82258456,139000000,1979
21,35000000,81159365,159846429,2008
What Happens in Vegas...,35000000,80277646,218535708,2008
Cape Fear,35000000,79091969,182291969,1991
The English Patient,35000000,78716374,231710008,1996
Hotel for Dogs,35000000,73178547,122357172,2009
Guess Who,35000000,68915888,102115888,2005
This is 40,35000000,67544505,90221182,2012
L.A. Confidential,35000000,64604977,126204977,1997
Sky High,35000000,63939454,83109359,2005
In & Out,35000000,63826569,83226569,1997
A Nightmare on Elm Street,35000000,63075011,117729621,2010
The Cell,35000000,61280963,85911226,2000
Species,35000000,60054449,113354449,1995
The Benchwarmers,35000000,59843754,65063726,2006
Secretariat,35000000,59699513,60376247,2010
The Man in the Iron Mask,35000000,56968169,56968169,1998
Friends with Benefits,35000000,55802754,146595891,2011
Neighbors 2: Sorority Rising,35000000,55340730,108757621,2016
TMNT,35000000,54149098,96096018,2007
Radio,35000000,52333738,53293628,2003
Sicario: Day of the Soldado,35000000,50065850,75885196,2018
Old Dogs,35000000,49492060,95104304,2009
Malcolm X,35000000,48169910,48169910,1992
Poltergeist,35000000,47425125,95713069,2015
Goosebumps 2: Haunted Halloween,35000000,46697321,93291478,2018
12 Strong,35000000,45819713,71118378,2018
Underworld 3: Rise of the Lycans,35000000,45802315,89102315,2009
Must Love Dogs,35000000,43894863,58405313,2005
License to Wed,35000000,43799818,70187088,2007
Donnie Brasco,35000000,41954997,65303052,1997
Max Payne,35000000,40689393,87775050,2008
Resident Evil,35000000,40119709,103787401,2002
The Ladykillers,35000000,39692139,77392139,2004
Something Borrowed,35000000,39046489,65084116,2011
The Nativity Story,35000000,37629831,46309644,2006
In Time,35000000,37553932,165103952,2011
The Back-up Plan,35000000,37490007,75281179,2010
J. Edgar,35000000,37306030,84606030,2011
Bounce,35000000,36805288,53425292,2000
Mile 22,35000000,36108758,66295121,2018
Hot Pursuit,35000000,34580201,45671512,2015
Concussion,35000000,34531832,50363790,2015
The Foreigner,35000000,34393507,140783360,2017
Closer,35000000,33987757,116177695,2004
Street Fighter,35000000,33423000,99423000,1994
Black Knight,35000000,33422806,33422806,2001
The Bad News Bears,35000000,32868349,33500620,2005
The Pianist,35000000,32519322,111854182,2002
House of Wax,35000000,32064800,70064800,2005
From Hell,35000000,31598308,68712365,2001
Adrift,35000000,31445011,57897191,2018
Mirrors,35000000,30691439,77220596,2008
Underworld: Blood Wars,35000000,30353973,81209222,2017
Queen of the Damned,35000000,30307804,30307804,2002
Nanny McPhee and the Big Bang,35000000,29197642,97799865,2010
Untraceable,35000000,28687835,52649951,2008
Predator 2,35000000,28317513,54768418,1990
Abduction,35000000,28087155,86648359,2011
Flash Gordon,35000000,27107960,27107960,1980
Superhero Movie,35000000,26638520,73026302,2008
Blast from the Past,35000000,26613620,26613620,1999
Alex Cross,35000000,25888412,35426759,2012
Jersey Girl,35000000,25266129,37066129,2004
Midnight in the Garden of Good and Evil,35000000,25078937,25078937,1997
Bridget Jonesâs Baby,35000000,24139805,205822688,2016
Heist,35000000,23483357,28906817,2001
Hoffa,35000000,23365858,28391473,1992
Whiskey Tango Foxtrot,35000000,23083334,25350747,2016
Ella Enchanted,35000000,22913677,22913677,2004
Hitman: Agent 47,35000000,22467450,82182803,2015
The X-Files: I Want to Believe,35000000,20982478,68170792,2008
Premium Rush,35000000,20275446,31393201,2012
Broken City,35000000,19701164,34480045,2013
Valiant,35000000,19478106,64188387,2005
Wonder Boys,35000000,19389454,33422485,2000
Cursed,35000000,19294901,25114901,2005
Walk Hard: The Dewey Cox Story,35000000,18317151,20606053,2007
The Four Feathers,35000000,18306166,29882645,2002
Furry Vengeance,35000000,17630465,39340177,2010
Parker,35000000,17616641,48543388,2013
Wimbledon,35000000,16862585,41666476,2004
Bait,35000000,15325127,15471969,2000
Dungeons and Dragons,35000000,15185241,33771965,2000
Lions for Lambs,35000000,14998070,63211088,2007
Flight of the Intruder,35000000,14471440,14471440,1991
The Tree of Life,35000000,13305665,61721826,2011
American Outlaws,35000000,13264986,13601109,2001
Zoom,35000000,11989328,12506188,2006
The Shipping News,35000000,11405825,24405825,2001
The Young Victoria,35000000,11001272,31878891,2009
Sabotage,35000000,10508518,18376443,2014
Knock Off,35000000,10319915,10319915,1998
Whiteout,35000000,10275638,12254746,2009
Unfinished Business,35000000,10219501,13214051,2015
The Walk,35000000,10161183,61492104,2015
The Fountain,35000000,10144010,15461638,2006
Mandela: Long Walk to Freedom,35000000,8323085,29890402,2013
Punisher: War Zone,35000000,8050977,10157534,2008
The Order,35000000,7659747,11559747,2003
A Good Year,35000000,7459300,42064105,2006
The Brothers Grimsby,35000000,6864016,28720470,2016
The Snowman,35000000,6670765,43226146,2017
Femme Fatale,35000000,6630252,16830252,2002
Warriors of Virtue,35000000,6448817,6448817,1997
Luther,35000000,5781086,32717063,2003
Biutiful,35000000,5101237,24687524,2011
Radio Flyer,35000000,4651977,4651977,1992
Bound by Honor,35000000,4496583,4496583,1993
A Hologram for the King,35000000,4212494,11846010,2016
Smilla's Sense of Snow,35000000,2221994,2221994,1997
Playing for Keeps,35000000,2000000,2000000,1986
Lion of the Desert,35000000,1500000,1500000,1980
Le hussard sur le toit,35000000,1320043,1320043,1996
Ride With the Devil,35000000,630779,630779,1999
Stolen,35000000,289773,17967746,2012
Trespass,35000000,16816,786532,2011
Bandidas,35000000,0,19282590,2006
The Lovers,35000000,0,53899,2015
Black Water Transit,35000000,0,0,2008
The Darkest Hour,34800000,21443494,62831715,2011
Baby Driver,34000000,107825862,228104185,2017
The Maze Runner,34000000,102427862,348319861,2014
The Longest Ride,34000000,37446117,63802928,2015
The Age of Innocence,34000000,32014993,32014993,1993
Gake no ue no Ponyo,34000000,15090399,205312666,2009
The Darkest Minds,34000000,12695691,38361428,2018
Chill Factor,34000000,11263966,11263966,1999
The Astronaut's Wife,34000000,10672566,10672566,1999
I Dreamed of Africa,34000000,6543194,14291999,2000
Thunder and the House of Magic,34000000,4091,62582520,2014
Reds,33500000,50000000,50000000,1981
A Few Good Men,33000000,141340178,236500000,1992
Big Momma's House,33000000,117559438,173559438,2000
Exit Wounds,33000000,51758599,79958599,2001
Mike and Dave Need Wedding Dates,33000000,46009673,75898100,2016
Step Up Revolution,33000000,35074677,165552290,2012
Snakes on a Plane,33000000,34020814,62020814,2006
The Punisher,33000000,33664370,54533774,2004
The Watcher,33000000,28946615,47267829,2000
Safe,33000000,17142080,41495213,2012
Doomsday,33000000,11008770,21621188,2008
Pushing Tin,33000000,8408835,8408835,1999
Goal! The Dream Begins,33000000,4283255,27610873,2006
The Young and Prodigious T.S. Spivet,33000000,176847,357687,2015
Freaks of Nature,33000000,70958,70958,2015
Star Wars Ep. VI: Return of the Jedi,32500000,309205079,572705079,1983
Bridesmaids,32500000,169211718,289632023,2011
The Reader,32500000,34194407,112964875,2008
The Big Wedding,32500000,21819348,48425971,2013
Wanderlust,32500000,17288155,24159934,2012
Elf,32000000,173840591,220678483,2003
Phenomenon,32000000,104636382,152036382,1996
This is the End,32000000,101470202,126539117,2013
Snow Dogs,32000000,81150692,116898028,2002
Nacho Libre,32000000,80197993,99296462,2006
Scrooged,32000000,59450353,59450353,1988
Takers,32000000,57744720,70587268,2010
Source Code,32000000,54712227,140428499,2011
Stigmata,32000000,50041732,89441732,1999
Men of Honor,32000000,48814909,82339483,2000
I Feel Pretty,32000000,48795601,91553797,2018
The Transporter 2,32000000,43095856,88978458,2005
"Big Mommas: Like Father, Like Son",32000000,37915414,82332450,2011
Alive,32000000,36299670,36299670,1993
The Number 23,32000000,35193167,77593167,2007
1941,32000000,34175000,94875000,1979
Dreamer: Inspired by a True Story,32000000,33022286,39498360,2005
A History of Violence,32000000,31493782,61477797,2005
The Incredible Burt Wonderstone,32000000,22537881,27392609,2013
The Quick and the Dead,32000000,18552460,18552460,1995
Laws of Attraction,32000000,17848322,29948322,2004
Bad Times at the El Royale,32000000,17839115,29204379,2018
Going the Distance,32000000,17804299,43603990,2010
Bringing Out The Dead,32000000,16640210,16640210,1999
Repo Men,32000000,13942007,18195238,2010
Dragon Wars: D-War,32000000,10977721,79915361,2007
Bogus,32000000,4357406,4357406,1996
Cats Don't Dance,32000000,3588602,3588602,1997
Cradle Will Rock,32000000,2899970,2899970,1999
The Good German,32000000,1308696,6678033,2006
George and the Dragon,32000000,0,0,2004
Apocalypse Now,31500000,78800000,81250485,1979
Criminal,31500000,14708696,38771262,2016
42,31000000,95020213,97470701,2013
Flight,31000000,93772375,160558438,2012
Mr. Hollandâs Opus,31000000,82582604,106282604,1995
Out of Africa,31000000,79096868,258210860,1985
Moonraker,31000000,70300000,210300000,1979
The Grand Budapest Hotel,31000000,59076019,163981261,2014
Vacation,31000000,58884188,102306500,2015
Arachnophobia,31000000,53208180,53208180,1990
Isnât it Romantic,31000000,48791187,48791187,2019
Frequency,31000000,44983704,68079671,2000
Hearts in Atlantis,31000000,24185781,30885781,2001
Extraordinary Measures,31000000,12482741,15826984,2010
Birth of the Dragon,31000000,6901965,7220490,2017
Get Shorty,30250000,72021008,115021008,1995
Ghostbusters,30000000,242212467,295212467,1984
Toy Story,30000000,191796233,364545516,1995
Crazy Rich Asians,30000000,174532921,238099711,2018
Chicago,30000000,170687518,306770545,2002
Big Daddy,30000000,163479795,228641283,1999
American Pie 2,30000000,145096820,286500000,2001
The Vow,30000000,125014030,197618160,2012
Speed,30000000,121248145,283200000,1994
The Hunt for Red October,30000000,120709866,200500000,1990
Lee Daniels' The Butler,30000000,116632095,177025498,2013
Remember the Titans,30000000,115654751,136706683,2000
District 9,30000000,115646235,212453431,2009
Dodgeball: A True Underdog Story,30000000,114326736,167791704,2004
The Addams Family,30000000,113502246,191502246,1991
Ace Ventura: When Nature Calls,30000000,108360063,212400000,1995
The Princess Diaries,30000000,108244774,165334774,2001
Analyze This,30000000,106885658,176885658,1999
The First Wives Club,30000000,105489203,181489203,1996
Million Dollar Baby,30000000,100492203,231928227,2004
Se7en,30000000,100125643,328125643,1995
Mystic River,30000000,90135191,156822020,2003
Sisters,30000000,87044645,106030660,2015
Pokemon: The First Movie,30000000,85744662,163644662,1999
SpongeBob SquarePants: The Movie,30000000,85416609,142051255,2004
Up in the Air,30000000,83823381,166842739,2009
The Notebook,30000000,81001787,116025023,2004
Hannah Montana the Movie,30000000,79576189,169173206,2009
27 Dresses,30000000,76808654,160247805,2008
Rugrats in Paris,30000000,76501438,103284813,2000
The Hitmanâs Bodyguard,30000000,75468583,172778667,2017
The Prince of Tides,30000000,74787599,74787599,1991
Four Brothers,30000000,74494381,92494381,2005
Legends of the Fall,30000000,66502573,160502573,1994
Looper,30000000,66486205,170466405,2012
Warm Bodies,30000000,66380662,115121608,2013
About Schmidt,30000000,65005217,107054484,2002
The Nut Job,30000000,64251538,122529966,2014
Down to Earth,30000000,64172251,71172251,2001
Babe,30000000,63658910,246100000,1995
Hope Springs,30000000,63536011,133085295,2012
Forgetting Sarah Marshall,30000000,63172463,105173042,2008
Friday Night Lights,30000000,61255921,61950770,2004
Harlem Nights,30000000,60857262,95857262,1989
